ПІБ,Пільги,Бал з математики,Бал з англійської,Бал з української,Рейтинг,Рішення
Катерина Ілляш,False,147,132,146,142.2,незараховано
Анна Маріїш,True,129,105,197,142.2,незараховано
Ярослав Петріш,False,120,123,191,142.2,незараховано
Михайло Ярославіш,False,108,195,135,142.2,незараховано
Анна Сергіїш,True,101,141,198,142.1,незараховано
Павло Катериниш,True,125,112,195,142.1,незараховано
Ілля Іваниш,True,142,155,129,142.0,незараховано
Анатолій Петріш,False,106,165,167,142.0,незараховано
Ніна Вікторіш,True,142,170,114,142.0,незараховано
Наталія Іваниш,True,138,149,140,141.9,незараховано
Ярослава Анатоліїш,True,102,183,154,141.9,незараховано
Марія Загвойко,True,147,131,146,141.89999999999998,незараховано
Вікторія Катериниш,False,104,147,187,141.8,незараховано
Анна Софіїш,False,113,186,136,141.8,незараховано
Наталія Петріш,False,176,105,133,141.8,незараховано
Олександр Алібіба,True,134,156,138,141.8,незараховано
Максим Михайлиш,True,178,109,126,141.7,незараховано
Вікторія Олексіїш,True,162,141,115,141.6,незараховано
Людмила Дмитріш,True,165,110,142,141.6,незараховано
Вікторія Анатоліїш,True,140,152,133,141.5,незараховано
Ігор Ганниш,True,104,171,162,141.5,незараховано
Олена Вікторіш,False,155,151,114,141.5,незараховано
Ірина Ярославіш,True,188,106,115,141.5,незараховано
Людмила Алібіба,False,188,112,109,141.5,незараховано
Андрій Дмитришенко,False,127,189,113,141.4,незараховано
Віктор Андріїш,False,192,115,100,141.3,незараховано
Лідія Олениш,False,162,140,115,141.3,незараховано
Петро Катериниш,False,117,156,159,141.29999999999998,незараховано
Юлія Дмитріш,False,146,114,162,141.2,незараховано
Максим Андріїш,True,134,108,184,141.2,незараховано
Ігор Вікторіїш,True,191,100,116,141.2,незараховано
Ігор Тетяниш,True,131,155,141,141.2,незараховано
Іван Олегіш,False,109,138,187,141.1,незараховано
Павло Алібіба,False,127,154,147,141.1,незараховано
Софія Олегіш,True,139,108,177,141.1,незараховано
Артем Михайлиш,True,136,144,145,141.1,незараховано
Оксана Анатоліїш,False,162,107,147,141.0,незараховано
Ніна Оксаниш,True,189,108,110,141.0,незараховано
Наталія Сергіїш,False,120,156,154,141.0,незараховано
Дмитро Іриниш,False,131,178,117,140.9,незараховано
Тетяна Дмитришенко,True,103,139,193,140.8,незараховано
Іванна Наталіїш,False,112,169,151,140.8,незараховано
Артем Лідіїш,False,169,101,143,140.8,незараховано
Дмитро Анниш,True,100,181,155,140.8,незараховано
Анна Людмилиш,False,133,148,144,140.79999999999998,незараховано
Тарас Анатоліїш,False,102,153,180,140.7,незараховано
Михайло Андріїш,True,117,137,176,140.7,незараховано
Лідія Дмитріш,False,176,102,132,140.6,незараховано
Ярослав Дмитріш,False,140,182,100,140.6,незараховано
Софія Тарасіш,False,185,109,113,140.6,незараховано
Анастасія Неборачко,False,129,113,183,140.4,незараховано
Богдан Андріїш,True,150,132,136,140.39999999999998,незараховано
Ілля Наталіїш,True,131,156,137,140.3,незараховано
Олексій Ігоріш,False,179,104,125,140.3,незараховано
Анатолій Ярославиш,True,116,125,188,140.3,незараховано
Михайло Вікторіш,True,172,114,124,140.2,незараховано
Олег Загвойко,False,130,163,131,140.2,незараховано
Катерина Вікторіїш,True,145,126,148,140.2,незараховано
Тетяна Товтиш,False,144,157,118,140.1,незараховано
Софія Максиміш,True,144,130,145,140.1,незараховано
Вікторія Неборачко,True,132,153,138,140.1,незараховано
Ірина Дмитришенко,False,129,185,110,140.1,незараховано
Павло Романіш,False,167,103,141,140.0,незараховано
Богдан Маріїш,True,146,110,162,140.0,незараховано
Ганна Олексіїш,True,175,101,132,139.9,незараховано
Богдан Вікторіїш,False,174,131,103,139.8,незараховано
Ігор Ярославіш,False,180,126,100,139.8,незараховано
Марта Михайлиш,False,168,105,137,139.8,незараховано
Іванна Іваниш,True,150,153,113,139.8,незараховано
Марта Максиміш,True,165,119,127,139.79999999999998,незараховано
Софія Ганниш,False,156,119,139,139.79999999999998,незараховано
Ігор Вікторіш,False,107,178,145,139.7,незараховано
Сергій Ілляш,True,125,119,180,139.7,незараховано
Ярослава Алібіба,False,160,110,142,139.6,незараховано
Ілля Ярославіш,True,175,125,107,139.6,незараховано
Марія Ковтун,True,106,172,152,139.6,незараховано
Анастасія Артеміш,False,174,101,132,139.5,незараховано
Ярослав Іриниш,True,128,100,194,139.4,незараховано
Оксана Ганниш,False,173,105,129,139.4,незараховано
Богдан Олениш,True,119,122,184,139.4,незараховано
Олексій Богданіш,True,179,112,114,139.4,незараховано
Олена Артеміш,False,103,157,170,139.3,незараховано
Сергій Іванниш,True,139,120,159,139.29999999999998,незараховано
Анатолій Володимириш,True,102,173,155,139.2,незараховано
Сергій Наталіїш,False,144,157,115,139.2,незараховано
Анатолій Неборачко,False,104,181,144,139.1,незараховано
Петро Дмитришенко,True,109,158,160,139.0,незараховано
Ганна Вікторіш,True,178,114,112,139.0,незараховано
Максим Ярославіш,True,106,154,168,139.0,незараховано
Анна Іриниш,False,160,111,139,139.0,незараховано
Ярослава Софіїш,False,112,122,192,139.0,незараховано
Катерина Іваниш,True,157,140,114,139.0,незараховано
Олексій Петріш,False,156,137,118,138.9,незараховано
Роман Вікторіїш,True,150,148,115,138.9,незараховано
Сергій Ярославіш,False,162,142,105,138.9,незараховано
Дмитро Алібіба,True,153,121,138,138.9,незараховано
Михайло Максиміш,False,101,190,138,138.8,незараховано
Михайло Олексіїш,True,149,104,160,138.8,незараховано
Марта Володимириш,True,148,152,113,138.70000000000002,незараховано
Олена Неборачко,False,112,181,132,138.7,незараховано
Тарас Іриниш,False,153,149,109,138.6,незараховано
Сергій Загвойко,True,114,200,110,138.6,незараховано
Ганна Олегіш,True,117,113,193,138.6,незараховано
Олексій Ярославіш,True,135,154,128,138.6,незараховано
Олена Михайлиш,False,150,103,159,138.6,незараховано
Анастасія Тетяниш,False,145,141,127,138.4,незараховано
Катерина Товтиш,False,145,160,108,138.4,незараховано
Наталія Алібіба,False,145,145,123,138.4,незараховано
Людмила Олексіїш,True,121,169,131,138.39999999999998,незараховано
Софія Катериниш,True,120,143,158,138.3,незараховано
Наталія Наталіїш,False,144,105,164,138.29999999999998,незараховано
Олег Іванниш,True,179,112,110,138.20000000000002,незараховано
Тарас Тетяниш,True,119,145,157,138.2,незараховано
Михайло Неборачко,True,170,116,118,138.2,незараховано
Артем Максиміш,True,119,175,127,138.2,незараховано
Ярослав Софіїш,False,169,134,101,138.10000000000002,незараховано
Анатолій Іваниш,True,103,162,161,138.10000000000002,незараховано
Юлія Загвойко,False,193,102,101,138.1,незараховано
Оксана Вікторіш,True,109,197,118,138.1,незараховано
Лідія Петріш,True,153,119,137,138.0,незараховано
Роман Іванниш,True,119,168,133,137.9,незараховано
Ніна Романіш,False,137,156,121,137.89999999999998,незараховано
Олексій Товтиш,False,136,152,126,137.8,незараховано
Іванна Ганниш,False,121,148,150,137.8,незараховано
Ольга Максиміш,True,102,131,192,137.7,незараховано
Анна Наталіїш,True,144,123,144,137.7,незараховано
Катерина Максиміш,False,102,128,195,137.7,незараховано
Тарас Товтиш,True,122,163,133,137.6,незараховано
Олена Іваниш,False,137,114,162,137.6,незараховано
Павло Іриниш,False,149,155,105,137.6,незараховано
Михайло Романіш,False,108,120,194,137.4,незараховано
Володимир Олександріш,True,137,155,120,137.3,незараховано
Олександр Ілляш,True,125,141,150,137.3,незараховано
Ярослав Дмитришенко,False,116,140,163,137.3,незараховано
Вікторія Загвойко,True,140,107,164,137.29999999999998,незараховано
Анастасія Володимириш,False,155,134,117,137.29999999999998,незараховано
Володимир Іванниш,True,110,199,112,137.29999999999998,незараховано
Ольга Володимириш,True,115,139,165,137.2,незараховано
Юлія Ігоріш,True,116,122,180,137.0,незараховано
Ганна Ярославиш,True,152,109,145,137.0,незараховано
Ганна Тарасіш,True,106,116,199,136.9,незараховано
Ганна Володимириш,True,103,165,154,136.9,незараховано
Софія Тетяниш,False,142,166,101,136.89999999999998,незараховано
Богдан Товтиш,True,117,140,160,136.8,незараховано
Вікторія Іваниш,False,116,109,192,136.7,незараховано
Анатолій Анниш,True,119,105,192,136.7,незараховано
Сергій Михайлиш,False,109,124,186,136.6,незараховано
Павло Михайлиш,False,151,129,125,136.6,незараховано
Ярослав Вікторіш,True,115,103,199,136.6,незараховано
Роман Володимириш,True,101,142,178,136.4,незараховано
Богдан Ковтун,True,134,154,122,136.4,незараховано
Дмитро Олениш,True,122,101,191,136.39999999999998,незараховано
Павло Артеміш,True,133,129,148,136.3,незараховано
Ілля Олегіш,False,144,128,134,136.2,незараховано
Іванна Богданіш,False,131,103,176,136.10000000000002,незараховано
Олег Володимириш,True,155,123,124,136.1,незараховано
Софія Ярославиш,True,113,109,194,136.1,незараховано
Тарас Олександріш,False,170,115,112,136.1,незараховано
Ольга Іваниш,False,103,142,174,136.0,незараховано
Ілля Ігоріш,True,130,114,166,136.0,незараховано
Марта Товтиш,False,145,155,105,136.0,незараховано
Віктор Ковтун,False,148,156,100,136.0,незараховано
Дмитро Андріїш,True,174,111,110,135.9,незараховано
Олександр Сергіїш,True,120,117,176,135.89999999999998,незараховано
Іван Петріш,True,105,192,121,135.89999999999998,незараховано
Анастасія Дмитришенко,False,153,148,101,135.89999999999998,незараховано
Анна Дмитришенко,False,104,118,196,135.8,незараховано
Петро Софіїш,True,134,159,115,135.8,незараховано
Тарас Катериниш,False,134,148,126,135.8,незараховано
Тетяна Оксаниш,False,120,185,107,135.6,незараховано
Ігор Максиміш,False,117,132,164,135.6,незараховано
Тетяна Михайлиш,False,117,177,119,135.6,незараховано
Софія Володимириш,False,138,145,123,135.6,незараховано
Ганна Алібіба,False,104,182,131,135.5,незараховано
Андрій Олексіїш,True,146,105,152,135.5,незараховано
Софія Людмилиш,True,139,136,130,135.4,незараховано
Ганна Неборачко,False,130,138,140,135.4,незараховано
Іванна Ярославиш,False,103,172,142,135.4,незараховано
Юлія Оксаниш,True,114,154,145,135.3,незараховано
Ольга Іванниш,True,111,127,176,135.3,незараховано
Олександр Іриниш,False,131,112,164,135.2,незараховано
Ярослава Товтиш,False,116,100,196,135.2,незараховано
Тетяна Ігоріш,True,110,144,160,135.2,незараховано
Ярослав Маріїш,True,119,188,104,135.2,незараховано
Юлія Артеміш,False,119,185,107,135.2,незараховано
Вікторія Софіїш,False,109,141,164,135.1,незараховано
Максим Ігоріш,True,115,177,120,135.1,незараховано
Софія Олениш,True,127,169,112,135.1,незараховано
Олена Анниш,True,106,154,155,135.1,незараховано
Олег Тетяниш,False,115,193,104,135.1,незараховано
Максим Максиміш,False,127,103,178,135.1,незараховано
Володимир Максиміш,False,102,150,164,135.0,незараховано
Павло Максиміш,False,102,180,134,135.0,незараховано
Тарас Алібіба,False,146,150,105,134.9,незараховано
Людмила Вікторіїш,False,134,102,169,134.9,незараховано
Петро Іваниш,False,118,179,113,134.8,незараховано
Катерина Маріїш,False,118,116,176,134.8,незараховано
Олена Лідіїш,True,130,104,172,134.8,незараховано
Андрій Алібіба,False,112,142,158,134.8,незараховано
Анна Товтиш,False,144,119,138,134.7,незараховано
Дмитро Олександріш,False,125,167,115,134.6,незараховано
Тарас Ілляш,False,116,159,135,134.6,незараховано
Богдан Ігоріш,True,146,112,142,134.6,незараховано
Ігор Дмитріш,True,101,120,194,134.6,незараховано
Анатолій Михайлиш,False,106,198,109,134.5,незараховано
Олена Анатоліїш,False,106,183,124,134.5,незараховано
Іван Дмитріш,False,108,106,198,134.4,незараховано
Ірина Дмитріш,False,146,152,101,134.3,незараховано
Анастасія Тарасіш,False,100,182,132,134.2,незараховано
Катерина Ярославиш,False,124,163,119,134.2,незараховано
Ігор Тарасіш,True,114,141,154,134.1,незараховано
Ганна Максиміш,False,123,133,150,134.1,незараховано
Лідія Ігоріш,True,167,110,114,134.0,незараховано
Роман Анатоліїш,False,116,174,118,134.0,незараховано
Катерина Романіш,True,125,174,106,134.0,незараховано
Ірина Ніниш,False,110,144,156,134.0,незараховано
Оксана Дмитришенко,False,137,153,111,134.0,незараховано
Дмитро Ярославіш,True,110,161,139,134.0,незараховано
Ірина Софіїш,False,128,101,175,134.0,незараховано
Олексій Романіш,True,109,112,189,133.9,незараховано
Ілля Маріїш,True,103,177,132,133.9,незараховано
Дмитро Товтиш,False,129,147,127,133.8,незараховано
Ольга Вікторіїш,True,120,177,109,133.79999999999998,незараховано
Іван Дмитришенко,True,107,161,142,133.7,незараховано
Оксана Михайлиш,False,116,179,112,133.7,незараховано
Дмитро Ігоріш,True,107,192,111,133.7,незараховано
Сергій Тарасіш,False,124,172,108,133.6,незараховано
Іванна Анниш,True,103,146,162,133.6,незараховано
Сергій Анатоліїш,True,124,179,101,133.6,незараховано
Ніна Олександріш,False,139,103,157,133.6,незараховано
Наталія Тарасіш,False,156,137,100,133.5,незараховано
Ірина Володимириш,True,113,120,174,133.4,незараховано
Богдан Неборачко,True,125,136,142,133.4,незараховано
Лідія Олексіїш,True,118,135,152,133.3,незараховано
Катерина Сергіїш,False,108,129,171,133.2,незараховано
Петро Петріш,False,177,100,108,133.2,незараховано
Ніна Іванниш,True,108,109,191,133.2,незараховано
Ірина Іваниш,True,156,124,112,133.2,незараховано
Ярослав Олегіш,True,131,156,113,133.1,незараховано
Вікторія Ковтун,False,158,108,125,133.1,незараховано
Анатолій Ігоріш,False,151,132,110,133.0,незараховано
Павло Іванниш,True,151,118,124,133.0,незараховано
Віктор Дмитришенко,True,121,136,146,133.0,незараховано
Олександр Петріш,False,105,123,180,132.9,незараховано
Тетяна Олексіїш,False,123,160,119,132.9,незараховано
Оксана Тарасіш,False,126,156,119,132.9,незараховано
Артем Людмилиш,False,135,110,153,132.9,незараховано
Максим Іриниш,False,131,104,164,132.8,незараховано
Максим Тарасіш,True,143,139,113,132.8,незараховано
Артем Олегіш,False,172,100,113,132.7,незараховано
Максим Вікторіїш,True,134,163,100,132.5,незараховано
Ярослав Товтиш,True,167,111,108,132.5,незараховано
Ярослава Ганниш,True,107,134,165,132.5,незараховано
Тарас Ніниш,True,103,195,109,132.4,незараховано
Тетяна Петріш,False,115,164,124,132.39999999999998,незараховано
Максим Ярославиш,True,141,145,108,132.3,незараховано
Михайло Людмилиш,False,122,154,124,132.2,незараховано
Анна Максиміш,False,137,124,134,132.2,незараховано
Марта Ковтун,False,100,185,122,132.1,незараховано
Ніна Сергіїш,False,109,131,164,132.1,незараховано
Павло Ніниш,True,105,131,169,132.0,незараховано
Тарас Богданіш,False,129,139,129,132.0,незараховано
Ганна Тетяниш,False,117,176,108,132.0,незараховано
Олег Артеміш,True,111,149,143,132.0,незараховано
Ілля Сергіїш,True,108,187,109,132.0,незараховано
Олег Михайлиш,False,111,147,145,132.0,незараховано
Андрій Максиміш,False,117,109,175,132.0,незараховано
Іван Оксаниш,True,141,131,121,132.0,незараховано
Олексій Олександріш,False,131,162,103,131.9,незараховано
Ярослава Дмитришенко,True,101,148,157,131.9,незараховано
Оксана Олениш,True,112,157,133,131.8,незараховано
Ольга Артеміш,False,133,137,125,131.8,незараховано
Ярослава Вікторіш,True,127,101,169,131.79999999999998,незараховано
Людмила Загвойко,False,167,114,102,131.6,незараховано
Олег Тарасіш,True,104,175,125,131.6,незараховано
Михайло Олександріш,False,133,158,103,131.5,незараховано
Марія Іваниш,False,100,133,172,131.5,незараховано
Вікторія Алібіба,True,118,129,152,131.5,незараховано
Софія Оксаниш,True,138,131,123,131.4,незараховано
Іван Іваниш,True,113,180,107,131.3,незараховано
Ніна Михайлиш,False,122,116,159,131.29999999999998,незараховано
Анна Олексіїш,True,109,109,183,131.2,незараховано
Максим Олександріш,False,126,167,102,131.1,незараховано
Богдан Максиміш,False,107,181,113,131.0,незараховано
Дмитро Петріш,True,154,106,125,130.9,незараховано
Людмила Лідіїш,True,102,123,177,130.8,незараховано
Оксана Сергіїш,False,113,185,100,130.7,незараховано
Катерина Людмилиш,True,119,125,152,130.7,незараховано
Катерина Ганниш,False,154,108,122,130.6,незараховано
Андрій Іваниш,True,121,171,103,130.6,незараховано
Софія Дмитріш,True,100,164,138,130.6,незараховано
Дмитро Вікторіш,True,123,104,167,130.5,незараховано
Ганна Олександріш,False,108,169,122,130.5,незараховано
Вікторія Артеміш,False,107,108,184,130.4,незараховано
Ярослава Анниш,False,167,102,110,130.39999999999998,незараховано
Людмила Дмитришенко,False,138,127,123,130.20000000000002,незараховано
Катерина Анниш,True,129,150,112,130.2,незараховано
Ольга Ніниш,True,132,113,145,130.2,незараховано
Петро Маріїш,False,138,106,144,130.2,незараховано
Павло Олениш,True,101,122,177,130.1,незараховано
Ніна Володимириш,True,100,162,138,130.0,незараховано
Марія Людмилиш,True,157,103,121,130.0,незараховано
Анна Олегіш,True,100,157,143,130.0,незараховано
Марія Олегіш,True,102,195,102,129.9,незараховано
Марта Анниш,False,114,123,158,129.9,незараховано
Ілля Товтиш,True,114,143,138,129.9,незараховано
Лідія Артеміш,True,107,174,116,129.8,незараховано
Наталія Анатоліїш,True,100,160,139,129.7,незараховано
Іван Сергіїш,True,101,162,135,129.5,незараховано
Ганна Ілляш,True,100,173,125,129.4,незараховано
Олег Іваниш,True,115,138,140,129.4,незараховано
Людмила Володимириш,True,109,107,179,129.4,незараховано
Олена Ганниш,True,107,175,113,129.20000000000002,незараховано
Ганна Іванниш,True,106,139,150,129.1,незараховано
Софія Андріїш,True,163,102,111,129.1,незараховано
Лідія Дмитришенко,False,132,142,112,129.0,незараховано
Марта Ганниш,False,158,117,102,128.9,незараховано
Петро Дмитріш,True,121,121,147,128.8,незараховано
Андрій Андріїш,True,133,105,147,128.8,незараховано
Тарас Ганниш,False,121,139,129,128.79999999999998,незараховано
Петро Оксаниш,False,120,119,150,128.7,незараховано
Наталія Романіш,False,102,113,180,128.7,незараховано
Петро Анатоліїш,True,128,134,124,128.6,незараховано
Оксана Неборачко,False,107,143,143,128.6,незараховано
Анна Ігоріш,False,126,138,122,128.4,незараховано
Олександр Ігоріш,False,152,117,108,128.3,незараховано
Ярослав Тарасіш,True,116,134,139,128.29999999999998,незараховано
Марта Оксаниш,False,112,118,160,128.2,незараховано
Олексій Сергіїш,True,109,146,136,128.2,незараховано
Дмитро Артеміш,True,153,104,119,128.1,незараховано
Дмитро Софіїш,False,138,131,112,128.1,незараховано
Юлія Ганниш,True,110,160,120,128.0,незараховано
Віктор Олегіш,False,145,100,133,127.9,незараховано
Олег Товтиш,False,166,100,105,127.9,незараховано
Андрій Анатоліїш,False,142,110,127,127.9,незараховано
Лідія Лідіїш,True,129,146,108,127.80000000000001,незараховано
Олег Алібіба,False,102,128,162,127.80000000000001,незараховано
Юлія Богданіш,False,104,183,104,127.7,незараховано
Петро Ілляш,False,140,132,107,127.69999999999999,незараховано
Ярослава Тарасіш,False,133,130,118,127.6,незараховано
Ірина Ігоріш,False,147,121,108,127.5,незараховано
Марія Ярославіш,True,131,132,118,127.4,незараховано
Ольга Олександріш,True,164,104,102,127.4,незараховано
Вікторія Михайлиш,False,141,120,116,127.2,незараховано
Олексій Іванниш,True,102,183,105,127.2,незараховано
Марія Ганниш,False,123,146,114,127.19999999999999,незараховано
Ігор Артеміш,False,119,164,101,127.1,незараховано
Олександр Анатоліїш,False,116,151,118,127.1,незараховано
Тетяна Сергіїш,False,125,100,157,127.1,незараховано
Олександр Тарасіш,False,104,101,184,127.1,незараховано
Максим Маріїш,False,124,143,115,127.0,незараховано
Оксана Олексіїш,True,111,128,147,126.9,незараховано
Тарас Лідіїш,False,136,138,103,126.70000000000002,незараховано
Вікторія Максиміш,False,108,173,105,126.6,незараховано
Артем Олениш,False,120,117,145,126.6,незараховано
Людмила Анниш,False,140,128,107,126.5,незараховано
Марта Олениш,True,112,133,139,126.4,незараховано
Ігор Загвойко,True,112,102,170,126.4,незараховано
Олексій Олексіїш,True,156,111,102,126.3,незараховано
Наталія Вікторіїш,False,113,162,108,126.20000000000002,незараховано
Оксана Вікторіїш,False,125,139,115,126.19999999999999,незараховано
Людмила Неборачко,False,129,130,118,126.0,незараховано
Оксана Ігоріш,True,114,167,101,126.0,незараховано
Павло Дмитріш,False,146,110,115,125.9,незараховано
Юлія Ніниш,False,146,124,101,125.89999999999999,незараховано
Катерина Алібіба,False,118,140,122,125.80000000000001,незараховано
Андрій Сергіїш,True,103,160,122,125.80000000000001,незараховано
Іван Михайлиш,True,133,118,123,125.5,незараховано
Ярослав Вікторіїш,False,108,174,100,125.4,незараховано
Тетяна Ярославиш,False,117,129,133,125.4,незараховано
Богдан Володимириш,False,110,115,156,125.3,незараховано
Анастасія Романіш,True,134,125,114,125.29999999999998,незараховано
Ярослав Ігоріш,False,116,134,129,125.29999999999998,незараховано
Ярослава Маріїш,True,118,140,120,125.2,незараховано
Павло Сергіїш,True,130,125,119,125.19999999999999,незараховано
Олексій Оксаниш,False,120,149,108,125.1,незараховано
Юлія Сергіїш,True,131,105,137,125.0,незараховано
Олена Дмитришенко,False,101,167,115,125.0,незараховано
Дмитро Оксаниш,False,148,119,100,124.9,незараховано
Дмитро Маріїш,False,114,160,104,124.8,незараховано
Андрій Вікторіш,True,131,112,129,124.69999999999999,незараховано
Ніна Товтиш,True,116,131,129,124.4,незараховано
Роман Товтиш,True,102,102,176,124.2,незараховано
Анатолій Алібіба,False,128,122,121,124.10000000000001,незараховано
Павло Богданіш,False,140,115,112,124.1,незараховано
Ілля Дмитришенко,False,128,111,132,124.1,незараховано
Юлія Михайлиш,True,103,100,176,124.0,незараховано
Михайло Олегіш,True,145,110,110,124.0,незараховано
Олег Ярославиш,False,140,125,101,123.8,незараховано
Тетяна Артеміш,False,134,100,134,123.79999999999998,незараховано
Дмитро Тарасіш,False,116,144,114,123.79999999999998,незараховано
Ігор Маріїш,False,120,148,104,123.60000000000001,незараховано
Катерина Богданіш,True,138,103,125,123.6,незараховано
Богдан Загвойко,True,123,108,140,123.6,незараховано
Ірина Анниш,False,123,121,127,123.6,незараховано
Юлія Дмитришенко,True,104,127,146,123.5,незараховано
Ірина Іриниш,True,119,108,145,123.5,незараховано
Павло Ярославіш,True,101,166,110,123.2,незараховано
Андрій Романіш,True,119,131,121,123.2,незараховано
Наталія Загвойко,False,103,162,111,123.10000000000001,незараховано
Вікторія Ярославіш,True,100,139,138,123.1,незараховано
Олексій Загвойко,False,100,150,127,123.1,незараховано
Софія Товтиш,False,127,138,103,123.1,незараховано
Анатолій Максиміш,False,108,111,155,123.0,незараховано
Ольга Романіш,False,111,115,147,123.0,незараховано
Людмила Товтиш,True,111,129,133,123.0,незараховано
Софія Олександріш,True,110,151,112,122.9,незараховано
Ганна Дмитріш,True,110,143,120,122.9,незараховано
Ніна Ковтун,True,128,132,107,122.9,незараховано
Дмитро Ілляш,True,107,101,166,122.89999999999999,незараховано
Сергій Дмитріш,True,115,140,116,122.8,незараховано
Марія Петріш,False,142,106,114,122.79999999999998,незараховано
Іван Олениш,True,114,153,104,122.7,незараховано
Анастасія Олениш,False,137,122,104,122.60000000000001,незараховано
Ярослав Романіш,False,119,123,127,122.6,незараховано
Максим Іванниш,True,101,116,158,122.6,незараховано
Вікторія Дмитріш,True,103,149,122,122.5,незараховано
Дмитро Дмитріш,False,147,103,109,122.4,незараховано
Олександр Богданіш,False,129,106,130,122.4,незараховано
Роман Неборачко,True,128,121,116,122.3,незараховано
Ірина Олексіїш,True,125,130,111,122.3,незараховано
Тетяна Максиміш,True,102,164,107,122.1,незараховано
Софія Ніниш,True,114,147,108,122.1,незараховано
Андрій Софіїш,True,104,147,121,122.0,незараховано
Марія Романіш,True,121,108,137,121.9,незараховано
Юлія Ілляш,False,121,140,105,121.9,незараховано
Анастасія Ковтун,False,118,120,129,121.9,незараховано
Софія Іваниш,False,135,115,111,121.8,незараховано
Тетяна Тарасіш,False,116,113,138,121.70000000000002,незараховано
Олександр Лідіїш,False,110,131,128,121.69999999999999,незараховано
Юлія Іваниш,True,104,117,148,121.1,незараховано
Ігор Ковтун,False,104,129,136,121.1,незараховано
Ольга Наталіїш,False,112,105,149,121.0,незараховано
Сергій Іваниш,True,150,102,101,120.89999999999999,незараховано
Ілля Артеміш,False,116,119,129,120.79999999999998,незараховано
Іван Тетяниш,False,133,106,119,120.69999999999999,незараховано
Ольга Товтиш,True,149,100,103,120.5,незараховано
Олексій Максиміш,False,128,105,126,120.5,незараховано
Олег Ігоріш,False,119,101,142,120.5,незараховано
Віктор Товтиш,False,117,107,138,120.30000000000001,незараховано
Артем Анниш,True,148,102,101,120.1,незараховано
Олександр Людмилиш,True,120,118,122,120.0,незараховано
Людмила Олениш,False,108,149,106,119.7,незараховано
Іванна Максиміш,True,101,128,136,119.60000000000001,незараховано
Роман Ярославіш,True,100,114,151,119.49999999999999,незараховано
Ірина Тетяниш,False,120,131,107,119.4,незараховано
Анатолій Анатоліїш,False,106,154,102,119.19999999999999,незараховано
Олександр Олегіш,True,108,131,122,119.1,незараховано
Іван Наталіїш,True,102,131,130,119.1,незараховано
Максим Романіш,True,100,139,124,118.89999999999998,незараховано
Анна Андріїш,True,110,109,140,118.69999999999999,незараховано
Сергій Товтиш,False,109,106,144,118.6,незараховано
Максим Ковтун,True,140,102,106,118.39999999999999,незараховано
Дмитро Сергіїш,True,106,119,134,118.29999999999998,незараховано
Марта Ніниш,True,101,136,123,118.1,незараховано
Оксана Богданіш,False,104,106,149,118.1,незараховано
Володимир Софіїш,True,121,118,114,118.0,незараховано
Віктор Романіш,False,137,105,105,117.80000000000001,незараховано
Лідія Товтиш,True,101,124,134,117.79999999999998,незараховано
Павло Лідіїш,True,118,101,133,117.4,незараховано
Тетяна Наталіїш,False,128,117,103,117.20000000000002,незараховано
Анна Ніниш,True,128,103,117,117.19999999999999,незараховано
Сергій Олениш,False,136,105,103,116.80000000000001,незараховано
Тарас Михайлиш,True,108,101,144,116.69999999999999,незараховано
Ярослав Оксаниш,False,107,102,144,116.6,незараховано
Ігор Володимириш,False,139,101,100,115.9,незараховано
Ірина Людмилиш,True,109,128,113,115.9,незараховано
Ярослава Катериниш,True,102,120,130,115.80000000000001,незараховано
Катерина Артеміш,False,120,114,112,115.79999999999998,незараховано
Ольга Маріїш,True,112,134,102,115.6,незараховано
Іванна Ковтун,True,117,124,105,115.5,незараховано
Дмитро Тетяниш,False,114,126,107,115.5,незараховано
Людмила Маріїш,True,100,115,136,115.3,незараховано
Анатолій Олександріш,True,101,148,101,115.10000000000001,незараховано
Володимир Олегіш,True,121,117,104,114.7,незараховано
Ніна Олегіш,True,109,109,128,114.69999999999999,незараховано
Віктор Ігоріш,False,102,146,100,114.6,незараховано
Віктор Артеміш,False,117,126,100,114.6,незараховано
Ганна Ковтун,True,102,136,109,114.29999999999998,незараховано
Ольга Ілляш,False,100,123,124,114.1,незараховано
Андрій Олегіш,True,113,105,123,113.6,незараховано
Максим Лідіїш,False,110,122,109,113.29999999999998,незараховано
Андрій Петріш,True,100,121,123,113.19999999999999,незараховано
Анна Артеміш,True,117,112,109,113.1,незараховано
Юлія Андріїш,False,111,106,122,112.80000000000001,незараховано
Іванна Неборачко,False,116,105,116,112.7,незараховано
Тетяна Ковтун,False,106,111,123,112.6,незараховано
Ольга Тарасіш,False,104,113,123,112.4,незараховано
Володимир Наталіїш,True,102,124,114,112.19999999999999,незараховано
Максим Вікторіш,True,114,100,122,112.19999999999999,незараховано
Володимир Загвойко,False,101,116,122,111.80000000000001,незараховано
Максим Володимириш,False,103,122,112,111.4,незараховано
Софія Ярославіш,True,124,102,104,111.4,незараховано
Михайло Сергіїш,True,123,104,101,110.7,незараховано
Володимир Ковтун,True,103,115,116,110.5,незараховано
Марта Неборачко,True,110,100,121,110.3,незараховано
Іван Ковтун,False,100,113,121,110.2,незараховано
Наталія Тетяниш,True,106,119,106,109.89999999999999,незараховано
