ПІБ,Пільги,Бал з математики,Бал з англійської,Бал з української,Рейтинг,Рішення
Наталія Алібіба,False,174,111,132,142.5,незараховано
Андрій Богданіш,True,127,195,110,142.3,незараховано
Богдан Софіїш,True,112,165,160,142.3,незараховано
Вікторія Володимириш,False,106,140,193,142.3,незараховано
Марія Софіїш,False,166,125,128,142.3,незараховано
Анатолій Оксаниш,True,109,181,148,142.3,незараховано
Ігор Людмилиш,False,106,181,152,142.3,незараховано
Лідія Артеміш,True,187,119,106,142.3,незараховано
Тетяна Ковтун,False,114,140,182,142.2,незараховано
Оксана Іваниш,False,131,118,181,142.10000000000002,незараховано
Ольга Олениш,False,119,141,174,142.1,незараховано
Оксана Богданіш,True,110,139,188,142.1,незараховано
Анна Оксаниш,False,170,137,110,142.1,незараховано
Петро Андріїш,True,152,128,143,142.1,незараховано
Ніна Неборачко,True,133,109,187,142.0,незараховано
Дмитро Іванниш,False,112,130,194,142.0,незараховано
Олександр Романіш,False,151,113,159,142.0,незараховано
Олексій Лідіїш,True,121,146,166,142.0,незараховано
Марта Ілляш,False,141,101,184,141.9,незараховано
Петро Анатоліїш,True,108,179,150,141.9,незараховано
Юлія Іриниш,False,126,184,121,141.89999999999998,незараховано
Артем Маріїш,True,128,196,106,141.8,незараховано
Анатолій Вікторіїш,True,140,126,160,141.8,незараховано
Павло Олексіїш,True,113,161,161,141.8,незараховано
Максим Вікторіїш,False,155,142,124,141.79999999999998,незараховано
Максим Іванниш,True,110,132,194,141.79999999999998,незараховано
Софія Товтиш,False,103,161,174,141.7,незараховано
Роман Вікторіш,True,136,170,121,141.7,незараховано
Ярослава Загвойко,True,147,168,108,141.6,незараховано
Анатолій Сергіїш,True,108,189,139,141.6,незараховано
Ярослав Софіїш,False,135,147,145,141.6,незараховано
Анна Ярославіш,True,111,134,190,141.6,незараховано
Тетяна Тетяниш,True,144,121,159,141.6,незараховано
Тарас Вікторіїш,True,198,102,106,141.6,незараховано
Ганна Загвойко,True,116,183,134,141.5,незараховано
Олексій Богданіш,False,134,167,126,141.5,незараховано
Ярослава Олександріш,False,137,171,118,141.5,незараховано
Юлія Олениш,True,136,168,122,141.4,незараховано
Марія Маріїш,True,145,177,101,141.39999999999998,незараховано
Софія Богданіш,True,156,107,156,141.3,незараховано
Максим Дмитришенко,False,123,166,141,141.3,незараховано
Катерина Анатоліїш,True,117,179,136,141.3,незараховано
Богдан Алібіба,False,110,200,124,141.2,незараховано
Ярослава Ярославиш,False,185,122,102,141.2,незараховано
Тетяна Олегіш,False,101,137,199,141.2,незараховано
Павло Ілляш,True,158,136,124,141.2,незараховано
Віктор Дмитріш,True,161,121,135,141.2,незараховано
Софія Софіїш,True,142,153,128,141.1,незараховано
Наталія Володимириш,False,193,101,112,141.1,незараховано
Анатолій Вікторіш,False,123,153,153,141.0,незараховано
Наталія Романіш,False,108,130,196,141.0,незараховано
Володимир Товтиш,False,140,132,151,140.89999999999998,незараховано
Марія Ілляш,False,127,199,101,140.8,незараховано
Людмила Неборачко,True,121,154,154,140.79999999999998,незараховано
Михайло Ілляш,False,115,167,149,140.79999999999998,незараховано
Роман Олегіш,False,131,126,168,140.6,незараховано
Ігор Анниш,True,107,162,164,140.6,незараховано
Ярослава Катериниш,True,106,177,150,140.5,незараховано
Людмила Дмитришенко,True,160,145,110,140.5,незараховано
Олексій Тарасіш,False,100,178,157,140.5,незараховано
Ярослава Андріїш,False,163,148,103,140.5,незараховано
Олександр Товтиш,False,106,170,157,140.5,незараховано
Михайло Дмитришенко,False,139,163,120,140.5,незараховано
Ярослав Іваниш,False,123,136,168,140.4,незараховано
Іванна Анатоліїш,False,159,141,115,140.4,незараховано
Тетяна Ганниш,True,153,142,122,140.4,незараховано
Петро Людмилиш,True,108,180,144,140.4,незараховано
Ніна Петріш,True,108,191,133,140.4,незараховано
Олексій Неборачко,True,132,184,108,140.4,незараховано
Марія Вікторіш,False,132,126,166,140.39999999999998,незараховано
Софія Михайлиш,False,134,181,108,140.3,незараховано
Тарас Оксаниш,True,158,143,114,140.29999999999998,незараховано
Наталія Ніниш,False,151,148,118,140.20000000000002,незараховано
Ілля Ярославиш,False,121,155,151,140.2,незараховано
Тарас Олександріш,True,172,110,128,140.2,незараховано
Дмитро Тетяниш,False,120,197,110,140.1,незараховано
Ганна Алібіба,False,140,124,156,140.0,незараховано
Ірина Анниш,True,137,105,179,140.0,незараховано
Тарас Максиміш,True,134,186,102,140.0,незараховано
Ганна Олениш,False,110,158,162,140.0,незараховано
Ігор Олексіїш,False,184,117,104,139.9,незараховано
Олег Сергіїш,True,105,131,195,139.8,незараховано
Дмитро Олениш,True,117,134,176,139.8,незараховано
Михайло Ковтун,True,150,139,127,139.79999999999998,незараховано
Іванна Артеміш,False,123,173,129,139.79999999999998,незараховано
Анна Дмитришенко,True,125,162,137,139.7,незараховано
Ігор Катериниш,False,140,143,136,139.7,незараховано
Оксана Тетяниш,False,176,129,102,139.7,незараховано
Ілля Софіїш,True,139,130,150,139.6,незараховано
Людмила Оксаниш,True,160,150,102,139.6,незараховано
Анастасія Михайлиш,False,145,152,120,139.6,незараховано
Ніна Олександріш,True,139,169,111,139.6,незараховано
Ігор Іванниш,True,129,147,146,139.5,незараховано
Марта Загвойко,False,102,143,186,139.5,незараховано
Наталія Неборачко,False,123,140,161,139.5,незараховано
Ірина Катериниш,False,171,126,111,139.5,незараховано
Олена Ярославиш,False,153,106,155,139.5,незараховано
Юлія Анниш,True,128,121,173,139.4,незараховано
Ігор Алібіба,True,110,158,160,139.4,незараховано
Роман Людмилиш,True,122,137,165,139.4,незараховано
Тарас Товтиш,False,116,126,184,139.4,незараховано
Софія Дмитришенко,True,110,192,126,139.39999999999998,незараховано
Ірина Ігоріш,False,124,112,187,139.3,незараховано
Богдан Наталіїш,True,190,106,105,139.3,незараховано
Вікторія Андріїш,True,112,155,160,139.3,незараховано
Ярослава Алібіба,False,139,129,150,139.3,незараховано
Вікторія Ярославіш,True,151,159,104,139.29999999999998,незараховано
Роман Тарасіш,True,132,100,188,139.20000000000002,незараховано
Тарас Вікторіш,True,141,167,109,139.2,незараховано
Катерина Ілляш,False,132,187,101,139.2,незараховано
Анастасія Наталіїш,False,140,111,166,139.1,незараховано
Катерина Іваниш,False,134,166,119,139.1,незараховано
Михайло Оксаниш,False,127,144,150,139.0,незараховано
Ольга Ніниш,False,166,130,112,139.0,незараховано
Вікторія Лідіїш,True,133,147,139,139.0,незараховано
Людмила Ілляш,False,180,113,110,138.9,незараховано
Софія Романіш,True,153,131,128,138.9,незараховано
Ганна Володимириш,False,108,175,144,138.9,незараховано
Роман Оксаниш,True,102,184,143,138.9,незараховано
Ольга Сергіїш,True,128,126,166,138.8,незараховано
Сергій Володимириш,True,122,107,193,138.8,незараховано
Софія Сергіїш,True,137,130,150,138.8,незараховано
Юлія Дмитришенко,False,173,110,122,138.8,незараховано
Катерина Максиміш,True,137,108,172,138.8,незараховано
Ярослав Михайлиш,False,176,102,126,138.8,незараховано
Ілля Іванниш,False,119,144,160,138.8,незараховано
Сергій Оксаниш,True,101,193,135,138.8,незараховано
Тарас Ковтун,True,169,112,125,138.70000000000002,незараховано
Ілля Ганниш,False,109,148,169,138.7,незараховано
Ігор Володимириш,True,130,160,129,138.7,незараховано
Петро Ніниш,False,157,106,147,138.7,незараховано
Артем Товтиш,False,150,131,131,138.6,незараховано
Артем Артеміш,False,179,110,113,138.5,незараховано
Юлія Сергіїш,False,146,100,166,138.2,незараховано
Тарас Анниш,False,116,157,149,138.2,незараховано
Павло Дмитришенко,True,149,142,120,138.2,незараховано
Михайло Загвойко,False,145,167,100,138.1,незараховано
Ярослав Ілляш,False,120,191,109,138.0,незараховано
Тетяна Дмитришенко,False,120,181,119,138.0,незараховано
Юлія Андріїш,False,102,131,193,138.0,незараховано
Ігор Сергіїш,False,146,108,157,137.9,незараховано
Марта Іванниш,False,127,158,132,137.8,незараховано
Іван Олексіїш,False,127,102,188,137.8,незараховано
Іванна Іванниш,True,148,102,160,137.8,незараховано
Іванна Сергіїш,False,133,146,136,137.8,незараховано
Катерина Маріїш,False,127,183,107,137.8,незараховано
Ярослав Вікторіїш,False,117,140,163,137.70000000000002,незараховано
Ольга Андріїш,False,144,155,112,137.7,незараховано
Тетяна Богданіш,False,171,105,126,137.7,незараховано
Софія Неборачко,True,131,168,116,137.60000000000002,незараховано
Ярослав Ігоріш,False,101,199,125,137.6,незараховано
Петро Романіш,True,176,116,108,137.6,незараховано
Тарас Романіш,True,104,136,184,137.6,незараховано
Роман Дмитришенко,True,128,155,133,137.6,незараховано
Сергій Маріїш,True,137,111,165,137.6,незараховано
Олександр Ковтун,False,106,185,132,137.5,незараховано
Марія Оксаниш,True,118,167,134,137.5,незараховано
Ярослав Тарасіш,False,109,115,198,137.5,незараховано
Максим Тарасіш,False,174,123,103,137.4,незараховано
Петро Неборачко,True,108,188,126,137.39999999999998,незараховано
Роман Андріїш,False,170,112,119,137.29999999999998,незараховано
Марія Дмитріш,False,178,113,107,137.2,незараховано
Андрій Дмитришенко,True,127,127,161,137.2,незараховано
Ніна Дмитришенко,True,153,137,116,137.10000000000002,незараховано
Іванна Михайлиш,False,177,104,117,137.1,незараховано
Олексій Ігоріш,False,126,174,115,137.1,незараховано
Павло Анниш,True,122,148,146,137.0,незараховано
Максим Андріїш,False,146,127,135,137.0,незараховано
Михайло Дмитріш,True,109,177,134,136.9,незараховано
Анастасія Тарасіш,True,106,142,173,136.9,незараховано
Віктор Тарасіш,False,102,153,167,136.8,незараховано
Володимир Ігоріш,True,117,180,120,136.8,незараховано
Лідія Людмилиш,False,183,103,109,136.79999999999998,незараховано
Вікторія Людмилиш,False,143,159,106,136.7,незараховано
Михайло Алібіба,False,146,106,155,136.7,незараховано
Іван Товтиш,False,182,101,112,136.7,незараховано
Петро Алібіба,True,140,162,107,136.7,незараховано
Петро Тетяниш,False,140,129,140,136.7,незараховано
Ольга Романіш,False,148,142,116,136.60000000000002,незараховано
Артем Сергіїш,False,100,161,161,136.6,незараховано
Андрій Олениш,True,103,160,158,136.6,незараховано
Олена Олексіїш,True,108,161,150,136.5,незараховано
Богдан Сергіїш,True,108,142,169,136.5,незараховано
Ганна Іваниш,True,110,138,170,136.4,незараховано
Марія Катериниш,False,181,102,111,136.3,незараховано
Дмитро Іваниш,True,153,116,134,136.2,незараховано
Ольга Лідіїш,False,161,114,125,136.1,незараховано
Олена Романіш,True,112,118,186,136.0,незараховано
Олександр Катериниш,True,151,108,144,136.0,незараховано
Анастасія Богданіш,False,162,129,108,135.9,незараховано
Тарас Володимириш,False,150,108,145,135.9,незараховано
Володимир Володимириш,True,105,164,149,135.89999999999998,незараховано
Анастасія Ковтун,False,173,117,105,135.8,незараховано
Богдан Неборачко,False,109,161,146,135.7,незараховано
Лідія Сергіїш,False,121,115,176,135.7,незараховано
Олексій Олегіш,True,159,135,105,135.6,незараховано
Юлія Максиміш,True,135,109,163,135.6,незараховано
Ігор Романіш,True,152,128,121,135.5,незараховано
Юлія Петріш,False,179,106,107,135.5,незараховано
Іван Богданіш,True,142,132,130,135.4,незараховано
Богдан Ігоріш,True,130,153,125,135.4,незараховано
Володимир Максиміш,False,124,138,148,135.4,незараховано
Катерина Оксаниш,False,103,199,115,135.4,незараховано
Марта Олениш,False,108,174,133,135.3,незараховано
Ілля Вікторіш,False,114,104,195,135.3,незараховано
Юлія Олексіїш,True,126,105,178,135.3,незараховано
Людмила Максиміш,False,104,200,112,135.2,незараховано
Ігор Михайлиш,False,103,187,126,135.10000000000002,незараховано
Олександр Оксаниш,False,139,145,120,135.1,незараховано
Андрій Неборачко,True,157,116,125,135.1,незараховано
Богдан Іриниш,False,130,153,124,135.1,незараховано
Максим Анниш,False,103,189,124,135.1,незараховано
Іванна Вікторіш,True,159,111,127,135.0,незараховано
Анатолій Богданіш,True,135,134,136,135.0,незараховано
Ілля Алібіба,True,155,141,102,134.9,незараховано
Софія Олегіш,True,110,200,103,134.9,незараховано
Дмитро Сергіїш,True,155,113,130,134.9,незараховано
Марія Олениш,False,167,118,109,134.89999999999998,незараховано
Ігор Товтиш,True,106,141,167,134.8,незараховано
Максим Петріш,False,118,172,120,134.8,незараховано
Ярослав Сергіїш,True,141,115,146,134.7,незараховано
Марія Наталіїш,True,102,138,175,134.7,незараховано
Богдан Петріш,False,116,130,164,134.6,незараховано
Ілля Артеміш,False,103,135,176,134.5,незараховано
Людмила Іваниш,True,136,120,147,134.5,незараховано
Богдан Людмилиш,True,109,172,131,134.5,незараховано
Ігор Вікторіш,False,114,179,117,134.4,незараховано
Оксана Софіїш,True,120,115,173,134.4,незараховано
Наталія Маріїш,False,149,127,122,134.3,незараховано
Роман Лідіїш,True,143,147,110,134.3,незараховано
Оксана Михайлиш,False,122,153,132,134.3,незараховано
Ілля Товтиш,True,167,116,109,134.29999999999998,незараховано
Юлія Оксаниш,True,106,118,188,134.20000000000002,незараховано
Анна Алібіба,True,106,149,157,134.2,незараховано
Сергій Дмитришенко,False,145,133,121,134.2,незараховано
Людмила Софіїш,True,105,159,148,134.1,незараховано
Ярослава Петріш,True,108,145,158,134.1,незараховано
Оксана Тарасіш,True,108,169,134,134.1,незараховано
Ольга Олександріш,False,120,119,168,134.1,незараховано
Лідія Ніниш,False,111,142,157,134.1,незараховано
Анастасія Ярославиш,False,161,125,107,134.0,незараховано
Лідія Ганниш,True,101,136,176,134.0,незараховано
Ірина Ніниш,True,139,131,130,133.9,незараховано
Ганна Максиміш,True,139,106,155,133.9,незараховано
Марта Ігоріш,False,154,122,119,133.9,незараховано
Володимир Лідіїш,True,136,117,148,133.9,незараховано
Дмитро Оксаниш,True,121,179,106,133.89999999999998,незараховано
Анастасія Алібіба,False,127,131,146,133.89999999999998,незараховано
Роман Алібіба,True,105,153,153,133.8,незараховано
Володимир Тетяниш,True,128,147,128,133.70000000000002,незараховано
Лідія Андріїш,False,109,121,179,133.6,незараховано
Максим Ярославиш,False,163,102,126,133.6,незараховано
Софія Іванниш,True,124,123,157,133.6,незараховано
Сергій Товтиш,False,120,160,125,133.5,незараховано
Ярослава Наталіїш,True,108,181,120,133.5,незараховано
Софія Тарасіш,True,146,113,137,133.4,незараховано
Оксана Дмитришенко,True,163,117,110,133.3,незараховано
Роман Катериниш,True,105,154,150,133.2,незараховано
Роман Максиміш,True,122,108,173,133.1,незараховано
Максим Михайлиш,True,110,109,188,133.1,незараховано
Іванна Товтиш,False,130,132,138,133.0,незараховано
Павло Іванниш,True,175,108,102,133.0,незараховано
Людмила Алібіба,False,124,136,142,133.0,незараховано
Павло Олександріш,False,105,174,129,132.89999999999998,незараховано
Олег Товтиш,True,105,197,106,132.89999999999998,незараховано
Олександр Тарасіш,True,131,136,132,132.8,незараховано
Марія Ярославиш,False,143,127,125,132.8,незараховано
Віктор Іриниш,False,119,119,165,132.8,незараховано
Ілля Ярославіш,True,124,100,177,132.7,незараховано
Оксана Ярославиш,True,127,109,164,132.7,незараховано
Роман Ковтун,True,156,108,126,132.60000000000002,незараховано
Оксана Товтиш,False,144,116,134,132.6,незараховано
Олег Ігоріш,False,108,158,140,132.6,незараховано
Анастасія Анатоліїш,False,153,118,120,132.6,незараховано
Анна Ярославиш,False,104,168,135,132.5,незараховано
Марта Ярославіш,True,116,120,167,132.5,незараховано
Лідія Наталіїш,False,132,108,157,132.3,незараховано
Олександр Ярославіш,False,114,152,137,132.3,незараховано
Павло Товтиш,False,122,166,112,132.2,незараховано
Павло Ярославіш,False,158,104,126,132.2,незараховано
Іванна Лідіїш,True,163,121,102,132.1,незараховано
Анатолій Катериниш,True,106,182,117,132.1,незараховано
Тарас Лідіїш,True,100,138,169,132.1,незараховано
Ніна Дмитріш,True,108,176,120,132.0,незараховано
Ірина Анатоліїш,False,170,113,100,131.9,незараховано
Людмила Лідіїш,False,134,110,151,131.89999999999998,незараховано
Сергій Сергіїш,True,126,161,110,131.7,незараховано
Віктор Ярославиш,False,165,110,109,131.7,незараховано
Артем Іваниш,False,117,177,106,131.7,незараховано
Марта Олегіш,True,105,109,190,131.7,незараховано
Михайло Олегіш,True,117,103,180,131.7,незараховано
Анастасія Вікторіш,False,131,158,106,131.60000000000002,незараховано
Катерина Олексіїш,True,131,153,111,131.60000000000002,незараховано
Дмитро Богданіш,True,107,165,131,131.60000000000002,незараховано
Анатолій Товтиш,False,151,137,100,131.5,незараховано
Анна Володимириш,False,121,173,104,131.5,незараховано
Іван Маріїш,True,123,107,167,131.4,незараховано
Ігор Ганниш,True,138,115,139,131.4,незараховано
Анатолій Олегіш,True,129,112,154,131.4,незараховано
Катерина Ігоріш,True,164,118,101,131.3,незараховано
Анатолій Тарасіш,False,143,116,131,131.3,незараховано
Людмила Тарасіш,True,149,131,108,131.3,незараховано
Ярослава Ярославіш,True,104,184,115,131.3,незараховано
Тарас Ярославиш,False,103,177,123,131.20000000000002,незараховано
Марта Андріїш,True,106,117,179,131.2,незараховано
Петро Маріїш,False,145,106,138,131.2,незараховано
Марія Загвойко,False,142,129,119,131.2,незараховано
Наталія Іриниш,True,156,123,106,131.10000000000002,незараховано
Марта Анниш,True,119,148,130,131.0,незараховано
Артем Петріш,True,107,127,167,131.0,незараховано
Іван Ігоріш,False,134,119,139,131.0,незараховано
Богдан Ганниш,False,175,100,103,130.9,незараховано
Ольга Іриниш,True,139,124,127,130.9,незараховано
Лідія Іваниш,True,138,134,118,130.8,незараховано
Анастасія Дмитришенко,False,108,176,116,130.8,незараховано
Марта Неборачко,True,111,184,104,130.79999999999998,незараховано
Олександр Петріш,True,107,186,107,130.7,незараховано
Лідія Дмитріш,False,155,123,106,130.7,незараховано
Богдан Артеміш,True,112,125,161,130.60000000000002,незараховано
Олена Дмитріш,False,124,160,110,130.6,незараховано
Олексій Ярославіш,False,160,110,112,130.6,незараховано
Ігор Іваниш,True,112,112,174,130.6,незараховано
Дмитро Максиміш,False,118,163,115,130.6,незараховано
Ольга Неборачко,False,135,137,118,130.5,незараховано
Андрій Алібіба,True,102,142,157,130.5,незараховано
Ніна Іриниш,True,129,141,122,130.5,незараховано
Анастасія Іванниш,False,111,113,174,130.5,незараховано
Софія Анниш,True,126,159,108,130.5,незараховано
Іванна Ковтун,True,159,113,110,130.5,незараховано
Оксана Загвойко,True,125,102,166,130.39999999999998,незараховано
Марта Маріїш,False,106,167,126,130.3,незараховано
Марія Богданіш,False,114,109,173,130.2,незараховано
Юлія Михайлиш,True,105,145,149,130.2,незараховано
Людмила Ганниш,True,119,107,168,130.1,незараховано
Іван Іванниш,True,104,164,131,130.1,незараховано
Володимир Анатоліїш,False,115,105,175,130.0,незараховано
Ольга Іванниш,True,100,130,170,130.0,незараховано
Іванна Ігоріш,False,156,107,118,129.9,незараховано
Олексій Максиміш,False,156,112,113,129.9,незараховано
Лідія Алібіба,False,113,161,121,129.8,незараховано
Роман Іриниш,True,106,128,163,129.70000000000002,незараховано
Олександр Ігоріш,True,123,148,120,129.6,незараховано
Софія Ганниш,True,105,113,179,129.6,незараховано
Лідія Ярославіш,False,128,128,133,129.5,незараховано
Ілля Олексіїш,True,101,186,111,129.5,незараховано
Вікторія Артеміш,False,136,119,131,129.39999999999998,незараховано
Іван Людмилиш,True,101,149,147,129.2,незараховано
Юлія Ілляш,True,119,144,128,129.2,незараховано
Ганна Вікторіїш,True,140,118,126,129.2,незараховано
Софія Ярославиш,False,106,134,155,129.1,незараховано
Олексій Вікторіш,True,120,128,142,129.0,незараховано
Тетяна Ярославиш,False,149,118,113,128.9,незараховано
Катерина Неборачко,True,134,137,114,128.9,незараховано
Анна Богданіш,True,113,133,146,128.89999999999998,незараховано
Ольга Катериниш,False,109,103,181,128.8,незараховано
Володимир Богданіш,True,100,100,196,128.8,незараховано
Анастасія Вікторіїш,False,105,189,100,128.7,незараховано
Богдан Загвойко,False,158,104,114,128.6,незараховано
Віктор Олексіїш,True,148,123,108,128.5,незараховано
Сергій Олениш,True,117,110,162,128.4,незараховано
Олег Неборачко,False,125,129,132,128.29999999999998,незараховано
Ірина Володимириш,False,136,119,127,128.2,незараховано
Ярослава Анниш,False,118,114,156,128.2,незараховано
Тетяна Ніниш,True,129,107,148,128.1,незараховано
Максим Маріїш,True,117,164,107,128.1,незараховано
Ірина Загвойко,False,106,120,165,127.9,незараховано
Віктор Дмитришенко,False,127,155,102,127.9,незараховано
Марія Іриниш,False,127,147,110,127.9,незараховано
Ніна Максиміш,True,157,106,111,127.89999999999999,незараховано
Олена Максиміш,False,141,100,138,127.80000000000001,незараховано
Роман Ганниш,True,144,130,104,127.8,незараховано
Павло Михайлиш,True,117,166,104,127.8,незараховано
Ольга Вікторіш,True,100,162,130,127.6,незараховано
Ганна Тарасіш,False,130,147,105,127.6,незараховано
Ярослава Неборачко,False,135,116,129,127.5,незараховано
Артем Ганниш,False,155,103,115,127.4,незараховано
Ніна Володимириш,True,116,148,122,127.4,незараховано
Максим Олениш,True,117,134,134,127.19999999999999,незараховано
Юлія Анатоліїш,False,123,151,109,127.19999999999999,незараховано
Олександр Андріїш,False,138,108,132,127.19999999999999,незараховано
Ольга Анатоліїш,False,104,131,153,126.80000000000001,незараховано
Ярослав Людмилиш,False,137,121,119,126.79999999999998,незараховано
Анатолій Анниш,False,131,139,108,126.5,незараховано
Сергій Ярославиш,False,103,146,138,126.4,незараховано
Ілля Андріїш,False,106,155,125,126.4,незараховано
Богдан Маріїш,True,115,131,137,126.4,незараховано
Віктор Олениш,False,163,102,102,126.39999999999999,незараховано
Оксана Маріїш,True,145,114,114,126.39999999999998,незараховано
Іванна Іваниш,False,147,118,107,126.30000000000001,незараховано
Олена Оксаниш,True,137,122,116,126.2,незараховано
Ірина Тетяниш,True,103,135,148,126.1,незараховано
Олег Дмитришенко,True,106,129,150,126.1,незараховано
Оксана Олександріш,True,120,157,103,126.0,незараховано
Сергій Ніниш,False,105,180,100,126.0,незараховано
Ольга Анниш,True,114,108,160,126.0,незараховано
Оксана Лідіїш,True,131,111,134,125.9,незараховано
Володимир Неборачко,False,101,112,173,125.9,незараховано
Іванна Ніниш,True,101,135,150,125.9,незараховано
Людмила Тетяниш,False,113,115,154,125.9,незараховано
Володимир Ганниш,True,109,149,125,125.8,незараховано
Анна Загвойко,False,147,105,118,125.70000000000002,незараховано
Сергій Олегіш,True,138,131,104,125.7,незараховано
Олена Володимириш,True,114,113,154,125.69999999999999,незараховано
Іван Наталіїш,True,116,114,150,125.6,незараховано
Олег Лідіїш,True,128,116,132,125.6,незараховано
Дмитро Неборачко,False,133,128,113,125.5,незараховано
Ярослав Лідіїш,True,106,150,127,125.5,незараховано
Олександр Загвойко,True,102,118,164,125.4,незараховано
Віктор Олександріш,True,103,124,156,125.2,незараховано
Марія Анниш,False,100,154,130,125.19999999999999,незараховано
Людмила Артеміш,True,140,124,106,124.99999999999999,незараховано
Сергій Артеміш,True,132,104,136,124.8,незараховано
Ольга Іваниш,True,101,168,113,124.70000000000002,незараховано
Володимир Артеміш,False,131,105,136,124.7,незараховано
Віктор Тетяниш,False,145,115,107,124.6,незараховано
Тарас Іванниш,True,147,101,118,124.5,незараховано
Петро Іриниш,False,119,149,107,124.4,незараховано
Марія Артеміш,True,103,108,169,124.29999999999998,незараховано
Юлія Володимириш,True,107,100,171,124.10000000000001,незараховано
Роман Дмитріш,False,101,107,172,124.1,незараховано
Олег Тарасіш,False,107,114,157,124.1,незараховано
Андрій Максиміш,False,130,131,109,124.0,незараховано
Олена Товтиш,False,124,111,137,124.0,незараховано
Максим Ніниш,True,123,132,117,123.9,незараховано
Олег Вікторіїш,False,106,140,131,123.7,незараховано
Ніна Оксаниш,True,114,139,121,123.6,незараховано
Іван Ганниш,False,146,109,108,123.5,незараховано
Анатолій Іванниш,False,101,174,103,123.5,незараховано
Богдан Оксаниш,True,113,111,148,122.9,незараховано
Ілля Лідіїш,True,106,156,112,122.80000000000001,незараховано
Анатолій Ігоріш,False,134,129,101,122.6,незараховано
Ярослава Вікторіїш,False,121,146,100,122.2,незараховано
Ігор Софіїш,False,111,155,104,122.10000000000001,незараховано
Павло Артеміш,True,125,104,136,122.0,незараховано
Оксана Артеміш,True,142,116,101,121.89999999999999,незараховано
Тетяна Оксаниш,False,114,107,147,121.80000000000001,незараховано
Ілля Анатоліїш,False,112,151,105,121.6,незараховано
Ганна Лідіїш,True,127,106,130,121.6,незараховано
Лідія Олегіш,False,115,100,152,121.6,незараховано
Артем Загвойко,False,108,150,111,121.5,незараховано
Михайло Петріш,True,106,163,100,121.30000000000001,незараховано
Марта Ковтун,False,145,110,101,121.3,незараховано
Михайло Ігоріш,True,137,121,100,121.1,незараховано
Петро Загвойко,False,109,133,125,121.0,незараховано
Тарас Тетяниш,True,126,128,107,120.9,незараховано
Оксана Вікторіш,False,140,101,115,120.8,незараховано
Ганна Андріїш,True,127,103,130,120.7,незараховано
Петро Петріш,False,114,144,106,120.6,незараховано
Володимир Маріїш,False,143,108,103,120.5,незараховано
Володимир Михайлиш,False,103,157,107,120.4,незараховано
Віктор Іваниш,True,122,132,106,120.2,незараховано
Ольга Ярославіш,True,100,103,164,120.1,незараховано
Софія Петріш,True,129,102,126,120.0,незараховано
Роман Олександріш,False,107,154,103,119.9,незараховано
Ілля Маріїш,False,103,147,115,119.80000000000001,незараховано
Ірина Вікторіїш,False,115,122,124,119.79999999999998,незараховано
Андрій Дмитріш,False,130,119,107,119.79999999999998,незараховано
Павло Ганниш,True,123,125,109,119.4,незараховано
Анатолій Маріїш,False,104,107,152,119.30000000000001,незараховано
Ярослав Анниш,True,146,102,101,119.3,незараховано
Ілля Наталіїш,True,115,104,140,119.2,незараховано
Марта Романіш,True,101,135,127,119.0,незараховано
Тарас Михайлиш,False,110,133,116,118.7,незараховано
Олександр Сергіїш,False,118,111,126,118.3,незараховано
Олексій Олениш,True,124,118,110,118.0,незараховано
Тарас Андріїш,True,106,142,110,118.0,незараховано
Ольга Ілляш,False,129,121,100,117.9,незараховано
Ірина Тарасіш,True,120,106,127,117.9,незараховано
Марія Анатоліїш,False,115,139,100,117.69999999999999,незараховано
Анастасія Ніниш,False,112,104,139,117.69999999999999,незараховано
Олексій Анатоліїш,True,132,107,109,117.6,незараховано
Віктор Оксаниш,False,108,104,144,117.6,незараховано
Юлія Катериниш,True,111,115,129,117.6,незараховано
Ілля Тетяниш,False,104,118,135,117.5,незараховано
Володимир Ковтун,True,124,110,116,117.39999999999999,незараховано
Вікторія Петріш,False,129,103,116,117.3,незараховано
Богдан Тарасіш,True,101,100,156,117.2,незараховано
Олександр Іванниш,False,116,124,112,117.19999999999999,незараховано
Ганна Людмилиш,False,100,121,136,117.1,незараховано
Дмитро Вікторіш,False,120,122,106,116.39999999999999,незараховано
Олексій Олександріш,False,113,101,136,116.3,незараховано
Ярослав Ярославиш,True,108,102,141,116.1,незараховано
Анастасія Іваниш,True,131,100,112,116.0,незараховано
Софія Ніниш,True,116,109,121,115.39999999999999,незараховано
Петро Лідіїш,False,118,110,117,115.30000000000001,незараховано
Олександр Олексіїш,True,106,122,121,115.3,незараховано
Катерина Ганниш,True,100,141,110,115.3,незараховано
Віктор Ковтун,True,100,112,139,115.29999999999998,незараховано
Ніна Ковтун,True,106,138,103,114.70000000000002,незараховано
Ілля Олегіш,True,117,119,107,114.6,незараховано
Марія Товтиш,False,125,102,113,114.5,незараховано
Вікторія Олениш,True,115,125,102,114.1,незараховано
Тетяна Олениш,False,100,145,102,114.1,незараховано
Олег Маріїш,False,110,124,109,113.89999999999998,незараховано
Тетяна Загвойко,False,100,131,115,113.8,незараховано
Тарас Неборачко,True,111,108,122,113.4,незараховано
Роман Наталіїш,True,108,111,116,111.3,незараховано
Ярослав Анатоліїш,False,102,105,128,110.70000000000002,незараховано
Наталія Олексіїш,False,114,109,103,109.19999999999999,незараховано
