ПІБ,Пільги,Бал з математики,Бал з англійської,Бал з української,Рейтинг
Анатолій Людмилиш,False,173,176,109,154.7
Іван Володимириш,False,176,135,146,154.7
Тарас Олегіш,True,167,168,125,154.7
Іванна Людмилиш,True,154,159,151,154.6
Тетяна Тетяниш,False,118,173,185,154.6
Ірина Маріїш,True,166,165,129,154.6
Михайло Іванниш,True,138,163,168,154.5
Ірина Тарасіш,False,102,190,189,154.5
Михайло Лідіїш,True,138,150,181,154.5
Марія Катериниш,False,131,141,199,154.4
Тетяна Ганниш,True,197,120,132,154.4
Артем Тарасіш,False,136,185,148,154.3
Артем Алібіба,True,105,182,192,154.2
Павло Іваниш,True,194,104,151,154.10000000000002
Володимир Михайлиш,True,158,107,196,154.10000000000002
Юлія Іриниш,False,161,195,104,154.1
Олена Вікторіїш,False,188,113,150,154.1
Олександр Вікторіїш,False,170,155,132,154.1
Ірина Сергіїш,False,161,164,135,154.1
Ілля Алібіба,False,182,107,164,154.1
Ірина Петріш,True,155,123,184,154.1
Олег Дмитріш,True,199,124,124,154.0
Ніна Дмитріш,True,178,127,149,154.0
Ганна Артеміш,True,172,114,170,154.0
Ярослав Ніниш,True,199,128,120,154.0
Тарас Іваниш,False,141,158,167,153.9
Андрій Ковтун,False,198,107,142,153.9
Петро Іриниш,True,168,177,112,153.9
Олександр Загвойко,True,138,183,146,153.89999999999998
Ілля Дмитріш,True,119,187,167,153.8
Анна Михайлиш,True,188,162,100,153.8
Олена Ілляш,True,193,143,112,153.7
Михайло Богданіш,True,130,200,139,153.7
Ігор Ігоріш,False,127,146,197,153.7
Максим Олексіїш,True,129,156,184,153.6
Петро Андріїш,True,162,165,131,153.6
Павло Вікторіш,False,102,187,189,153.6
Юлія Неборачко,True,158,130,171,153.5
Юлія Товтиш,True,121,182,168,153.4
Людмила Петріш,False,156,126,177,153.3
Артем Катериниш,True,189,155,104,153.3
Катерина Петріш,True,186,130,133,153.3
Андрій Ніниш,True,194,142,110,153.20000000000002
Олександр Володимириш,True,137,151,177,153.2
Богдан Петріш,False,161,137,159,153.2
Богдан Лідіїш,False,140,182,142,153.2
Анастасія Оксаниш,True,151,129,180,153.1
Іванна Алібіба,True,121,150,199,153.1
Петро Богданіш,True,150,137,173,153.0
Тарас Дмитріш,False,144,178,140,153.0
Марія Тарасіш,False,150,119,191,153.0
Олександр Наталіїш,True,105,179,191,153.0
Дмитро Людмилиш,True,141,138,184,153.0
Оксана Лідіїш,True,114,186,172,153.0
Ніна Анатоліїш,True,156,112,190,153.0
Ярослава Володимириш,True,197,130,117,152.9
Михайло Анниш,True,133,160,172,152.8
Ольга Дмитришенко,True,169,112,172,152.8
Ірина Ковтун,True,169,146,138,152.8
Роман Андріїш,True,193,133,119,152.79999999999998
Іванна Дмитришенко,True,195,126,123,152.7
Сергій Вікторіш,False,180,144,125,152.7
Олена Тетяниш,True,161,103,191,152.60000000000002
Анна Анатоліїш,False,104,200,170,152.6
Лідія Ковтун,True,151,160,147,152.5
Вікторія Вікторіш,True,130,139,196,152.5
Іванна Загвойко,False,139,197,126,152.5
Ігор Олексіїш,True,157,155,144,152.5
Олексій Дмитріш,True,171,115,165,152.4
Павло Андріїш,False,132,150,182,152.4
Сергій Ярославиш,True,169,105,177,152.20000000000002
Тарас Петріш,False,151,173,133,152.20000000000002
Роман Тарасіш,False,169,149,133,152.20000000000002
Олена Володимириш,False,166,155,131,152.2
Дмитро Романіш,True,187,110,148,152.2
Олександр Товтиш,False,187,141,117,152.2
Анатолій Дмитріш,False,139,174,148,152.2
Ігор Ілляш,False,192,131,120,152.10000000000002
Тетяна Вікторіїш,True,168,114,169,152.1
Павло Олегіш,True,120,162,185,152.1
Ярослава Ярославіш,True,123,145,198,152.1
Ірина Анатоліїш,True,144,200,115,152.1
Роман Олениш,False,149,192,116,152.0
Богдан Тарасіш,True,182,150,114,152.0
Людмила Михайлиш,False,112,178,179,151.9
Ілля Софіїш,True,157,174,123,151.9
Людмила Оксаниш,True,181,117,148,151.9
Ірина Наталіїш,False,174,131,143,151.8
Юлія Софіїш,True,155,141,158,151.7
Анастасія Ярославиш,True,158,140,155,151.7
Віктор Маріїш,False,131,135,196,151.7
Дмитро Ганниш,True,115,162,190,151.6
Іванна Ніниш,True,139,135,185,151.6
Анастасія Товтиш,False,163,114,174,151.6
Наталія Анниш,False,148,118,190,151.6
Володимир Вікторіїш,True,180,163,102,151.5
Олег Богданіш,False,161,106,184,151.4
Віктор Іваниш,True,173,157,117,151.4
Юлія Ярославиш,False,176,154,116,151.39999999999998
Андрій Товтиш,False,142,171,144,151.29999999999998
Тарас Загвойко,True,175,132,139,151.29999999999998
Катерина Ігоріш,True,102,192,176,151.2
Роман Маріїш,False,159,120,172,151.2
Павло Олексіїш,False,105,175,189,151.2
Олександр Дмитришенко,True,180,163,101,151.2
Сергій Вікторіїш,True,158,143,150,151.1
Ганна Маріїш,True,191,125,124,151.1
Марія Ярославиш,False,167,123,158,151.1
Анна Тарасіш,False,103,199,167,151.0
Марта Ілляш,True,124,142,196,151.0
Анатолій Богданіш,False,166,175,107,151.0
Марта Сергіїш,False,181,114,148,151.0
Ігор Ярославиш,False,130,133,197,151.0
Ярослав Михайлиш,True,151,199,103,151.0
Павло Тарасіш,False,129,174,157,150.9
Володимир Тарасіш,True,171,100,175,150.9
Віктор Лідіїш,True,183,115,144,150.9
Софія Неборачко,True,102,178,189,150.9
Максим Дмитришенко,True,192,134,113,150.9
Людмила Андріїш,True,156,106,189,150.9
Ірина Ганниш,False,132,187,140,150.9
Оксана Олександріш,False,125,155,181,150.8
Олександр Софіїш,False,152,194,106,150.8
Петро Олениш,True,194,115,129,150.8
Оксана Загвойко,True,101,178,190,150.8
Ярослав Анниш,False,161,147,141,150.8
Марта Катериниш,False,128,158,174,150.79999999999998
Юлія Олегіш,False,172,131,142,150.7
Іванна Вікторіш,False,124,152,185,150.7
Ілля Анатоліїш,True,162,106,180,150.6
Людмила Тарасіш,True,189,123,127,150.6
Іванна Лідіїш,False,195,125,117,150.6
Наталія Маріїш,True,101,168,199,150.5
Анатолій Ковтун,False,188,112,139,150.5
Артем Тетяниш,True,146,193,114,150.5
Анатолій Маріїш,True,167,123,156,150.5
Анастасія Анниш,False,199,119,117,150.4
Тетяна Анатоліїш,True,139,153,163,150.4
Ярослав Іваниш,True,154,105,191,150.39999999999998
Тарас Анниш,True,153,156,141,150.3
Ігор Олександріш,False,162,136,149,150.29999999999998
Софія Загвойко,True,149,146,156,150.2
Ярослава Андріїш,False,179,108,154,150.2
Артем Андріїш,False,143,173,137,150.2
Іван Вікторіїш,False,157,109,182,150.1
Марта Андріїш,False,151,181,118,150.1
Оксана Іванниш,True,193,124,119,150.1
Анатолій Наталіїш,False,177,101,163,150.0
Ніна Олексіїш,True,189,145,103,150.0
Володимир Ганниш,True,170,170,103,149.9
Володимир Андріїш,True,197,104,133,149.9
Олександр Неборачко,True,155,120,173,149.9
Михайло Ярославиш,False,194,120,121,149.9
Олег Ганниш,True,110,161,192,149.89999999999998
Андрій Лідіїш,False,157,107,183,149.8
Анатолій Сергіїш,False,112,180,170,149.8
Ольга Ігоріш,True,148,174,128,149.8
Ілля Ганниш,False,124,150,184,149.79999999999998
Вікторія Олениш,False,123,158,177,149.7
Максим Дмитріш,False,177,157,106,149.7
Ярослава Іваниш,True,155,159,133,149.6
Олексій Володимириш,False,167,174,102,149.6
Максим Богданіш,False,122,153,183,149.6
Артем Дмитріш,False,182,151,105,149.6
Ірина Вікторіїш,True,134,176,144,149.6
Оксана Артеміш,False,175,118,147,149.5
Лідія Ганниш,False,171,101,169,149.4
Богдан Дмитришенко,True,135,135,183,149.4
Лідія Богданіш,True,167,154,121,149.3
Лідія Іванниш,False,155,145,146,149.3
Людмила Анатоліїш,True,128,193,134,149.29999999999998
Михайло Загвойко,True,136,195,121,149.2
Анастасія Людмилиш,False,181,100,156,149.2
Ніна Маріїш,True,111,178,171,149.10000000000002
Павло Олександріш,True,153,174,119,149.1
Ярослав Олениш,False,132,186,135,149.1
Олексій Маріїш,True,114,161,184,149.1
Ганна Романіш,True,135,189,128,149.1
Ілля Олександріш,True,167,104,170,149.0
Ілля Загвойко,False,197,109,125,149.0
Вікторія Ярославиш,False,107,184,170,149.0
Анна Іваниш,True,124,187,144,148.9
Оксана Петріш,False,184,111,140,148.9
Михайло Михайлиш,False,127,127,200,148.9
Петро Анниш,False,115,181,162,148.9
Олексій Ярославиш,True,130,135,188,148.9
Ніна Софіїш,True,183,107,145,148.8
Тетяна Катериниш,False,162,100,180,148.8
Наталія Андріїш,True,146,167,134,148.7
Наталія Вікторіш,True,103,186,172,148.6
Катерина Лідіїш,False,109,178,172,148.6
Ярослава Ковтун,True,154,157,133,148.6
Юлія Петріш,False,105,163,192,148.5
Іван Богданіш,True,174,123,140,148.5
Іван Анниш,False,101,166,194,148.4
Катерина Тарасіш,True,173,121,143,148.4
Сергій Дмитришенко,True,119,184,152,148.4
Іван Іриниш,True,143,158,146,148.39999999999998
Лідія Неборачко,False,127,149,176,148.3
Марія Андріїш,False,115,169,172,148.29999999999998
Ярослава Людмилиш,False,132,145,173,148.20000000000002
Ольга Софіїш,True,114,175,167,148.2
Наталія Олениш,True,156,135,151,148.2
Анастасія Ілляш,True,120,164,170,148.2
Людмила Олександріш,False,162,140,138,148.2
Віктор Неборачко,False,126,195,131,148.2
Сергій Артеміш,True,108,175,175,148.2
Анна Вікторіїш,False,168,102,168,148.2
Тетяна Іванниш,True,130,143,177,148.0
Оксана Софіїш,True,175,110,150,148.0
Олена Дмитріш,True,115,144,196,148.0
Богдан Алібіба,True,162,160,117,147.9
Олексій Анниш,True,153,182,107,147.9
Анна Алібіба,False,159,127,154,147.9
Анна Володимириш,True,152,173,117,147.8
Олександр Ярославіш,True,143,147,155,147.8
Михайло Алібіба,False,100,197,162,147.7
Анастасія Маріїш,True,148,165,130,147.7
Іван Товтиш,True,175,112,147,147.7
Іванна Михайлиш,False,192,101,135,147.60000000000002
Максим Іваниш,True,129,142,178,147.6
Софія Михайлиш,True,165,130,142,147.6
Максим Софіїш,True,153,101,187,147.6
Іван Катериниш,True,104,197,156,147.5
Сергій Володимириш,False,113,167,174,147.5
Анастасія Олексіїш,False,188,109,132,147.5
Анастасія Олександріш,True,112,184,158,147.4
Марія Маріїш,False,178,128,126,147.39999999999998
Віктор Софіїш,False,129,141,178,147.3
Марта Тарасіш,True,147,175,120,147.3
Анастасія Софіїш,False,104,184,168,147.2
Людмила Максиміш,False,107,151,197,147.2
Тетяна Ярославіш,True,148,137,156,147.10000000000002
Іванна Софіїш,False,181,128,121,147.10000000000002
Анатолій Ярославіш,False,145,144,153,147.1
Ярослав Людмилиш,True,118,178,155,147.1
Ніна Іваниш,False,130,191,126,147.1
Віктор Петріш,False,130,137,180,147.1
Ніна Андріїш,False,166,122,147,147.1
Ольга Петріш,True,117,198,136,147.0
Марта Дмитріш,False,120,152,178,147.0
Олена Богданіш,False,137,110,197,146.9
Анна Іванниш,True,122,169,158,146.9
Олександр Ніниш,False,143,178,121,146.89999999999998
Олена Олениш,False,155,164,119,146.89999999999998
Людмила Софіїш,True,116,169,166,146.89999999999998
Михайло Ніниш,True,157,114,166,146.8
Анатолій Вікторіїш,False,153,147,138,146.70000000000002
Віктор Богданіш,False,177,145,108,146.7
Ганна Софіїш,True,159,132,145,146.7
Анатолій Артеміш,True,108,179,166,146.7
Марія Тетяниш,True,119,182,148,146.6
Ігор Лідіїш,False,160,131,144,146.5
Артем Іваниш,False,199,100,123,146.5
Максим Наталіїш,False,126,132,188,146.4
Марта Вікторіїш,True,198,104,120,146.4
Ірина Лідіїш,False,162,151,121,146.39999999999998
Петро Ковтун,True,131,182,131,146.3
Ірина Артеміш,False,155,146,135,146.3
Ілля Ніниш,True,128,129,188,146.3
Ольга Ярославиш,False,169,144,118,146.20000000000002
Ніна Тарасіш,True,166,133,133,146.20000000000002
Анастасія Катериниш,False,154,178,104,146.2
Володимир Маріїш,True,156,126,153,146.1
Олег Анатоліїш,True,126,150,169,146.1
Максим Сергіїш,True,105,167,180,146.1
Іван Максиміш,False,110,164,176,146.0
Петро Вікторіїш,False,133,156,153,145.9
Богдан Михайлиш,True,148,110,179,145.9
Тарас Володимириш,False,145,173,120,145.9
Оксана Анниш,False,175,124,129,145.89999999999998
Олексій Олегіш,True,129,136,178,145.8
Ярослав Ковтун,True,108,182,160,145.8
Михайло Дмитріш,False,149,110,177,145.7
Ольга Анатоліїш,True,194,106,121,145.7
Артем Сергіїш,False,137,187,116,145.7
Анатолій Софіїш,False,184,104,136,145.60000000000002
Іван Андріїш,False,138,117,184,145.5
Ганна Олениш,True,183,117,124,145.5
Ганна Петріш,True,161,118,152,145.4
Анатолій Олексіїш,False,152,109,173,145.4
Катерина Анатоліїш,False,134,130,176,145.39999999999998
Дмитро Катериниш,False,125,167,151,145.39999999999998
Михайло Вікторіїш,False,133,111,196,145.3
Марія Анниш,True,121,197,126,145.3
Ілля Ілляш,True,175,127,124,145.29999999999998
Ганна Наталіїш,True,124,145,174,145.29999999999998
Ганна Анатоліїш,False,120,137,187,145.2
Іван Артеміш,False,114,191,141,145.2
Артем Товтиш,False,159,125,147,145.2
Тетяна Олегіш,True,135,119,185,145.2
Тарас Олениш,False,141,159,137,145.2
Людмила Сергіїш,False,120,165,159,145.2
Богдан Анатоліїш,True,149,113,172,145.1
Тарас Олексіїш,False,143,165,128,145.1
Марія Вікторіш,False,143,130,163,145.1
Богдан Сергіїш,False,166,136,126,145.0
Максим Тетяниш,False,190,125,105,145.0
Ігор Алібіба,True,169,131,127,145.0
Тарас Людмилиш,False,124,149,169,145.0
Софія Софіїш,True,148,163,123,145.0
Наталія Дмитріш,False,100,164,186,145.0
Іван Ігоріш,False,184,121,117,145.0
Лідія Олегіш,True,147,115,172,144.9
Павло Маріїш,True,123,156,163,144.9
Ярослав Катериниш,True,108,160,179,144.9
Вікторія Олександріш,True,138,153,146,144.89999999999998
Максим Артеміш,True,107,184,156,144.8
Софія Вікторіїш,False,155,130,146,144.8
Михайло Софіїш,False,164,113,151,144.8
Ніна Ілляш,False,113,133,199,144.79999999999998
Олег Ковтун,False,100,170,179,144.7
Ніна Богданіш,True,151,124,157,144.7
Катерина Ніниш,True,181,105,136,144.7
Сергій Тетяниш,False,177,138,108,144.6
Олексій Іриниш,True,177,112,134,144.6
Юлія Ковтун,False,113,179,152,144.5
Петро Максиміш,True,121,146,174,144.4
Сергій Олександріш,True,184,118,118,144.4
Андрій Анниш,False,142,153,139,144.4
Ярослав Анатоліїш,True,172,111,141,144.39999999999998
Вікторія Лідіїш,True,148,138,146,144.39999999999998
Володимир Олениш,True,159,146,123,144.3
Тарас Оксаниш,True,177,127,118,144.3
Віктор Тарасіш,False,186,114,119,144.29999999999998
Олена Романіш,True,162,108,157,144.29999999999998
Володимир Алібіба,False,185,132,102,144.2
Павло Дмитришенко,True,155,165,109,144.2
Ігор Анниш,False,116,170,156,144.2
Анастасія Ганниш,False,116,155,171,144.2
Ігор Богданіш,False,146,112,174,144.2
Володимир Вікторіш,False,136,171,128,144.1
Віктор Алібіба,False,172,144,107,144.1
Іван Маріїш,False,124,137,178,144.1
Ілля Лідіїш,False,145,110,177,144.1
Петро Вікторіш,True,121,179,140,144.1
Михайло Тетяниш,False,187,120,111,144.1
Павло Наталіїш,False,123,127,189,144.0
Богдан Олексіїш,True,119,186,135,143.9
Марта Олегіш,False,122,152,165,143.9
Ніна Ганниш,True,104,161,180,143.9
Ірина Ярославиш,False,154,166,108,143.8
Іванна Олексіїш,False,151,146,132,143.8
Віктор Максиміш,False,172,105,145,143.8
Олександр Олениш,False,156,139,132,143.7
Петро Олександріш,True,150,104,175,143.7
Ніна Лідіїш,True,143,111,177,143.6
Олексій Анатоліїш,True,116,149,175,143.6
Ірина Максиміш,False,157,121,148,143.5
Артем Вікторіїш,True,150,145,133,143.4
Сергій Неборачко,False,108,171,163,143.4
Петро Олексіїш,True,132,144,158,143.4
Дмитро Михайлиш,False,120,183,135,143.4
Марта Іваниш,True,105,138,200,143.4
Оксана Романіш,False,140,183,108,143.3
Лідія Володимириш,False,128,118,189,143.29999999999998
Богдан Олександріш,True,134,160,139,143.29999999999998
Ілля Вікторіш,True,188,108,119,143.29999999999998
Марія Наталіїш,False,121,168,148,143.20000000000002
Оксана Наталіїш,True,124,177,135,143.2
Марта Алібіба,True,190,107,117,143.2
Петро Іванниш,False,139,167,125,143.2
Сергій Маріїш,False,118,141,179,143.2
Роман Сергіїш,True,135,172,125,143.1
Вікторія Ніниш,True,192,117,104,143.1
Лідія Оксаниш,False,186,127,102,143.1
Тетяна Загвойко,True,135,133,164,143.1
Ольга Іриниш,True,131,121,181,143.0
Ігор Іваниш,True,131,141,161,143.0
Максим Алібіба,True,100,191,152,142.9
Артем Вікторіш,False,127,145,162,142.9
Артем Наталіїш,True,109,153,178,142.9
Павло Загвойко,False,102,175,165,142.8
Людмила Наталіїш,True,126,115,193,142.8
Софія Ілляш,True,138,112,180,142.8
Катерина Олексіїш,False,143,132,153,142.70000000000002
Ілля Ярославиш,False,161,101,160,142.7
Ігор Неборачко,False,176,129,112,142.7
Ніна Загвойко,False,173,134,111,142.7
Дмитро Іваниш,True,145,121,161,142.6
Ніна Петріш,True,138,180,111,142.5
Роман Ярославиш,True,162,114,145,142.5
Ігор Ніниш,False,125,140,168,142.4
Марта Ярославіш,True,128,156,148,142.4
Тетяна Ніниш,True,122,134,178,142.4
Олена Олексіїш,False,167,151,101,142.39999999999998
Наталія Ілляш,True,128,118,186,142.39999999999998
Ольга Лідіїш,True,173,138,106,142.39999999999998
Анастасія Вікторіїш,True,151,136,137,142.3
Наталія Софіїш,True,115,186,135,142.3
Марта Софіїш,False,124,177,132,142.3
Олег Ярославіш,True,112,176,149,142.29999999999998
Катерина Ілляш,False,147,132,146,142.2
Анна Маріїш,True,129,105,197,142.2
Ярослав Петріш,False,120,123,191,142.2
Михайло Ярославіш,False,108,195,135,142.2
Анна Сергіїш,True,101,141,198,142.1
Павло Катериниш,True,125,112,195,142.1
Ілля Іваниш,True,142,155,129,142.0
Анатолій Петріш,False,106,165,167,142.0
Ніна Вікторіш,True,142,170,114,142.0
Наталія Іваниш,True,138,149,140,141.9
Ярослава Анатоліїш,True,102,183,154,141.9
Марія Загвойко,True,147,131,146,141.89999999999998
Вікторія Катериниш,False,104,147,187,141.8
Анна Софіїш,False,113,186,136,141.8
Наталія Петріш,False,176,105,133,141.8
Олександр Алібіба,True,134,156,138,141.8
Максим Михайлиш,True,178,109,126,141.7
Вікторія Олексіїш,True,162,141,115,141.6
Людмила Дмитріш,True,165,110,142,141.6
Вікторія Анатоліїш,True,140,152,133,141.5
Ігор Ганниш,True,104,171,162,141.5
Олена Вікторіш,False,155,151,114,141.5
Ірина Ярославіш,True,188,106,115,141.5
Людмила Алібіба,False,188,112,109,141.5
Андрій Дмитришенко,False,127,189,113,141.4
Віктор Андріїш,False,192,115,100,141.3
Лідія Олениш,False,162,140,115,141.3
Петро Катериниш,False,117,156,159,141.29999999999998
Юлія Дмитріш,False,146,114,162,141.2
Максим Андріїш,True,134,108,184,141.2
Ігор Вікторіїш,True,191,100,116,141.2
Ігор Тетяниш,True,131,155,141,141.2
Іван Олегіш,False,109,138,187,141.1
Павло Алібіба,False,127,154,147,141.1
Софія Олегіш,True,139,108,177,141.1
Артем Михайлиш,True,136,144,145,141.1
Оксана Анатоліїш,False,162,107,147,141.0
Ніна Оксаниш,True,189,108,110,141.0
Наталія Сергіїш,False,120,156,154,141.0
Дмитро Іриниш,False,131,178,117,140.9
Тетяна Дмитришенко,True,103,139,193,140.8
Іванна Наталіїш,False,112,169,151,140.8
Артем Лідіїш,False,169,101,143,140.8
Дмитро Анниш,True,100,181,155,140.8
Анна Людмилиш,False,133,148,144,140.79999999999998
Тарас Анатоліїш,False,102,153,180,140.7
Михайло Андріїш,True,117,137,176,140.7
Лідія Дмитріш,False,176,102,132,140.6
Ярослав Дмитріш,False,140,182,100,140.6
Софія Тарасіш,False,185,109,113,140.6
Анастасія Неборачко,False,129,113,183,140.4
Богдан Андріїш,True,150,132,136,140.39999999999998
Ілля Наталіїш,True,131,156,137,140.3
Олексій Ігоріш,False,179,104,125,140.3
Анатолій Ярославиш,True,116,125,188,140.3
Михайло Вікторіш,True,172,114,124,140.2
Олег Загвойко,False,130,163,131,140.2
Катерина Вікторіїш,True,145,126,148,140.2
Тетяна Товтиш,False,144,157,118,140.1
Софія Максиміш,True,144,130,145,140.1
Вікторія Неборачко,True,132,153,138,140.1
Ірина Дмитришенко,False,129,185,110,140.1
Павло Романіш,False,167,103,141,140.0
Богдан Маріїш,True,146,110,162,140.0
Ганна Олексіїш,True,175,101,132,139.9
Богдан Вікторіїш,False,174,131,103,139.8
Ігор Ярославіш,False,180,126,100,139.8
Марта Михайлиш,False,168,105,137,139.8
Іванна Іваниш,True,150,153,113,139.8
Марта Максиміш,True,165,119,127,139.79999999999998
Софія Ганниш,False,156,119,139,139.79999999999998
Ігор Вікторіш,False,107,178,145,139.7
Сергій Ілляш,True,125,119,180,139.7
Ярослава Алібіба,False,160,110,142,139.6
Ілля Ярославіш,True,175,125,107,139.6
Марія Ковтун,True,106,172,152,139.6
Анастасія Артеміш,False,174,101,132,139.5
Ярослав Іриниш,True,128,100,194,139.4
Оксана Ганниш,False,173,105,129,139.4
Богдан Олениш,True,119,122,184,139.4
Олексій Богданіш,True,179,112,114,139.4
Олена Артеміш,False,103,157,170,139.3
Сергій Іванниш,True,139,120,159,139.29999999999998
Анатолій Володимириш,True,102,173,155,139.2
Сергій Наталіїш,False,144,157,115,139.2
Анатолій Неборачко,False,104,181,144,139.1
Петро Дмитришенко,True,109,158,160,139.0
Ганна Вікторіш,True,178,114,112,139.0
Максим Ярославіш,True,106,154,168,139.0
Анна Іриниш,False,160,111,139,139.0
Ярослава Софіїш,False,112,122,192,139.0
Катерина Іваниш,True,157,140,114,139.0
Олексій Петріш,False,156,137,118,138.9
Роман Вікторіїш,True,150,148,115,138.9
Сергій Ярославіш,False,162,142,105,138.9
Дмитро Алібіба,True,153,121,138,138.9
Михайло Максиміш,False,101,190,138,138.8
Михайло Олексіїш,True,149,104,160,138.8
Марта Володимириш,True,148,152,113,138.70000000000002
Олена Неборачко,False,112,181,132,138.7
Тарас Іриниш,False,153,149,109,138.6
Сергій Загвойко,True,114,200,110,138.6
Ганна Олегіш,True,117,113,193,138.6
Олексій Ярославіш,True,135,154,128,138.6
Олена Михайлиш,False,150,103,159,138.6
Анастасія Тетяниш,False,145,141,127,138.4
Катерина Товтиш,False,145,160,108,138.4
Наталія Алібіба,False,145,145,123,138.4
Людмила Олексіїш,True,121,169,131,138.39999999999998
Софія Катериниш,True,120,143,158,138.3
Наталія Наталіїш,False,144,105,164,138.29999999999998
Олег Іванниш,True,179,112,110,138.20000000000002
Тарас Тетяниш,True,119,145,157,138.2
Михайло Неборачко,True,170,116,118,138.2
Артем Максиміш,True,119,175,127,138.2
Ярослав Софіїш,False,169,134,101,138.10000000000002
Анатолій Іваниш,True,103,162,161,138.10000000000002
Юлія Загвойко,False,193,102,101,138.1
Оксана Вікторіш,True,109,197,118,138.1
Лідія Петріш,True,153,119,137,138.0
Роман Іванниш,True,119,168,133,137.9
Ніна Романіш,False,137,156,121,137.89999999999998
Олексій Товтиш,False,136,152,126,137.8
Іванна Ганниш,False,121,148,150,137.8
Ольга Максиміш,True,102,131,192,137.7
Анна Наталіїш,True,144,123,144,137.7
Катерина Максиміш,False,102,128,195,137.7
Тарас Товтиш,True,122,163,133,137.6
Олена Іваниш,False,137,114,162,137.6
Павло Іриниш,False,149,155,105,137.6
Михайло Романіш,False,108,120,194,137.4
Володимир Олександріш,True,137,155,120,137.3
Олександр Ілляш,True,125,141,150,137.3
Ярослав Дмитришенко,False,116,140,163,137.3
Вікторія Загвойко,True,140,107,164,137.29999999999998
Анастасія Володимириш,False,155,134,117,137.29999999999998
Володимир Іванниш,True,110,199,112,137.29999999999998
Ольга Володимириш,True,115,139,165,137.2
Юлія Ігоріш,True,116,122,180,137.0
Ганна Ярославиш,True,152,109,145,137.0
Ганна Тарасіш,True,106,116,199,136.9
Ганна Володимириш,True,103,165,154,136.9
Софія Тетяниш,False,142,166,101,136.89999999999998
Богдан Товтиш,True,117,140,160,136.8
Вікторія Іваниш,False,116,109,192,136.7
Анатолій Анниш,True,119,105,192,136.7
Сергій Михайлиш,False,109,124,186,136.6
Павло Михайлиш,False,151,129,125,136.6
Ярослав Вікторіш,True,115,103,199,136.6
Роман Володимириш,True,101,142,178,136.4
Богдан Ковтун,True,134,154,122,136.4
Дмитро Олениш,True,122,101,191,136.39999999999998
Павло Артеміш,True,133,129,148,136.3
Ілля Олегіш,False,144,128,134,136.2
Іванна Богданіш,False,131,103,176,136.10000000000002
Олег Володимириш,True,155,123,124,136.1
Софія Ярославиш,True,113,109,194,136.1
Тарас Олександріш,False,170,115,112,136.1
Ольга Іваниш,False,103,142,174,136.0
Ілля Ігоріш,True,130,114,166,136.0
Марта Товтиш,False,145,155,105,136.0
Віктор Ковтун,False,148,156,100,136.0
Дмитро Андріїш,True,174,111,110,135.9
Олександр Сергіїш,True,120,117,176,135.89999999999998
Іван Петріш,True,105,192,121,135.89999999999998
Анастасія Дмитришенко,False,153,148,101,135.89999999999998
Анна Дмитришенко,False,104,118,196,135.8
Петро Софіїш,True,134,159,115,135.8
Тарас Катериниш,False,134,148,126,135.8
Тетяна Оксаниш,False,120,185,107,135.6
Ігор Максиміш,False,117,132,164,135.6
Тетяна Михайлиш,False,117,177,119,135.6
Софія Володимириш,False,138,145,123,135.6
Ганна Алібіба,False,104,182,131,135.5
Андрій Олексіїш,True,146,105,152,135.5
Софія Людмилиш,True,139,136,130,135.4
Ганна Неборачко,False,130,138,140,135.4
Іванна Ярославиш,False,103,172,142,135.4
Юлія Оксаниш,True,114,154,145,135.3
Ольга Іванниш,True,111,127,176,135.3
Олександр Іриниш,False,131,112,164,135.2
Ярослава Товтиш,False,116,100,196,135.2
Тетяна Ігоріш,True,110,144,160,135.2
Ярослав Маріїш,True,119,188,104,135.2
Юлія Артеміш,False,119,185,107,135.2
Вікторія Софіїш,False,109,141,164,135.1
Максим Ігоріш,True,115,177,120,135.1
Софія Олениш,True,127,169,112,135.1
Олена Анниш,True,106,154,155,135.1
Олег Тетяниш,False,115,193,104,135.1
Максим Максиміш,False,127,103,178,135.1
Володимир Максиміш,False,102,150,164,135.0
Павло Максиміш,False,102,180,134,135.0
Тарас Алібіба,False,146,150,105,134.9
Людмила Вікторіїш,False,134,102,169,134.9
Петро Іваниш,False,118,179,113,134.8
Катерина Маріїш,False,118,116,176,134.8
Олена Лідіїш,True,130,104,172,134.8
Андрій Алібіба,False,112,142,158,134.8
Анна Товтиш,False,144,119,138,134.7
Дмитро Олександріш,False,125,167,115,134.6
Тарас Ілляш,False,116,159,135,134.6
Богдан Ігоріш,True,146,112,142,134.6
Ігор Дмитріш,True,101,120,194,134.6
Анатолій Михайлиш,False,106,198,109,134.5
Олена Анатоліїш,False,106,183,124,134.5
Іван Дмитріш,False,108,106,198,134.4
Ірина Дмитріш,False,146,152,101,134.3
Анастасія Тарасіш,False,100,182,132,134.2
Катерина Ярославиш,False,124,163,119,134.2
Ігор Тарасіш,True,114,141,154,134.1
Ганна Максиміш,False,123,133,150,134.1
Лідія Ігоріш,True,167,110,114,134.0
Роман Анатоліїш,False,116,174,118,134.0
Катерина Романіш,True,125,174,106,134.0
Ірина Ніниш,False,110,144,156,134.0
Оксана Дмитришенко,False,137,153,111,134.0
Дмитро Ярославіш,True,110,161,139,134.0
Ірина Софіїш,False,128,101,175,134.0
Олексій Романіш,True,109,112,189,133.9
